latitude,longitude,altitude,geometry,osm_id,name,capacity,amenity,iscedlevel
18.533789,-72.296555,,Point,627949187,,,school,
18.540109600000005,-72.29736420000002,,Point,627949188,,,school,
18.5169721,-72.2855101,,Point,627949192,,,school,
18.5270848,-72.2870887,,Point,627949213,,,school,
18.5516446,-72.3079862,,Point,629118542,Institution Marie Clarac,,school,
18.5517821,-72.30628900000002,,Point,629118545,Beaba de St Gregoire,,school,
18.5550927,-72.3043123,,Point,629118548,College vision Caraibenne,,school,
19.7659643,-72.19515030000001,,Point,632658938,École Professionelle Saint Esprit,,college,
19.7653737,-72.2001951,,Point,633021853,Lycée Nationale Philippe Guerrier,,school,
18.4630592,-72.633734,,Point,743178664,De Sion Cotin,,school,
18.4581927,-72.633857,,Point,743178667,INHAC,,school,
18.4551763,-72.632423,,Point,743178685,Alliance Chretienne Grail Lemaine,,school,
18.564682,-72.3456482,,Point,747494560,Ecole St Martin de Porres,,school,
18.5930972,-72.3075795,,Point,753716185,Institution Classique Abraham,,school,
18.5957061,-72.3147527,,Point,753716192,Ecole Chrétienne des Frères Unis,,school,
18.5964863,-72.3121023,,Point,753716245,Institution Mixte Occean du Savoir,,school,
18.5918119,-72.3114298,,Point,753716249,Centre d'etude Parvillon des Anges,500,kindergarten,
18.5948966,-72.3107496,,Point,753716281,Centre d'éducation Nouvelle,,kindergarten,
18.5945124,-72.3053298,,Point,753716303,Collège Bon Samaritain,,school,
18.5988701,-72.3134142,,Point,753716326,Ecole Notre Dame de Grace,850,school,
18.628321,-72.3208515,,Point,754186968,Ecole Fondamentale Olimpcia,,school,
18.6145276,-72.3165006,,Point,756587194,,,school,
18.6146396,-72.3183022,,Point,756587197,Ecole communautaire,,school,
18.5744179,-72.2635181,,Point,764526879,Centre Salesien d'Enseignement Superieur,,school,
18.578213,-72.26812,,Point,764622215,Institution les Ephyrs,,school,
18.5812306,-72.2721114,,Point,764622220,Surzon Kindergarten,,school,
18.5777669,-72.2681052,,Point,764622221,College Soffycort Primaire /Secondaire,,school,
18.5579529,-72.2559518,,Point,764622705,College Mixte Reconnaissance de Caradeux (COMREC),,school,
18.5670634,-72.2809233,,Point,764636952,Ecole Andre Simeus,,school,
18.5871619,-72.2699349,,Point,764641341,Institution Saint Stanislas (ISAS),,school,
18.5864145,-72.2778225,,Point,765091405,"Centre d'Etude d""Haiti (CEH)",,school,
18.5859081,-72.2753453,,Point,765091407,Institution Mixte Shekinah # 2,,school,
18.5871292,-72.2772627,,Point,765091408,College Mixte Bon Samaritain de Source Cazeau Primaire/Secondaire,,school,
18.5861316,-72.2750041,,Point,765091410,Ecole le Souverrain de Tabarre,,school,
18.5869806,-72.2713921,,Point,765091412,College Mixte Freres Moise Primaire/Secondaire,,school,
18.5860584,-72.2747007,,Point,765091413,Centre de Formation Pédagogique de Clercine,,school,
18.5967207,-72.2750323,,Point,765178935,Ecole La jaconde Kindergarten /Primaire,,school,
18.5951448,-72.2748524,,Point,765178945,Ecole Foyer Divin,,school,
18.596972600000004,-72.2792461,,Point,765178946,Ecole Mixte son Excellence Kindergarten Fondamentale,,school,
18.59631,-72.274671,,Point,765178948,Fondation Vierge Marie Aide et Secours,,school,
18.5429442,-72.3115471,,Point,767998896,Institution Mixte Alma Mater,,school,
18.5429297,-72.3113574,,Point,767998898,Ecole Pierre Yves,,school,
18.541083700000005,-72.3117021,,Point,768063835,Institution Mixte Service Amical,,school,
18.5372433,-72.3140888,,Point,768063836,École Nationale de la République de Colombie,300,school,
18.543497,-72.310503,,Point,768063837,Ecole Mixte Pentecostale de la Saintete,,school,
18.5412651,-72.3108935,,Point,768063838,Institution Mixte Charlemagne Peralte,,school,
18.5474861,-72.30089730000002,,Point,768063839,Ecole Emile Saint Lot,,school,
18.53745,-72.3087044,,Point,768063840,École Village des Enfants,,school,
18.5367595,-72.3124642,,Point,768063842,Saint-Louis de Bourdon,,school,
18.5383243,-72.3199669,,Point,768080548,College Classique de Bourdon,,school,
18.5405665,-72.3169271,,Point,768080558,Institution mixte el Shaddai,,school,
18.5439121,-72.3150833,,Point,768080560,Centre d'Etudes Secondaires FILSECCAM La Ruche,,school,
18.5439931,-72.3195392,,Point,768098721,Collège Mixte La Bergerie,,school,
18.536855,-72.24312580000002,,Point,773334578,College Encadrement pour Tous,,school,
18.5403808,-72.240007,,Point,773334601,Ecole Nationale de Soisson,,school,
18.5323342,-72.4019286,,Point,775367396,Collège Mixte Historia /Primaire /Secondaire,,school,
18.530491500000004,-72.402832,,Point,775367418,Institution Mixte la Providence Primaire /Secondaire,,school,
18.5294759,-72.4032549,,Point,775367425,Collège Emmanuel Kant Primaire /Secondaire,,school,
18.5355877,-72.4052453,,Point,775367432,Ecole Frère Polycap Primaire/Secondaire,,school,
18.5345455,-72.3966322,,Point,775367439,Collège Ernst Cassi Primaire/Secondaire,,school,
18.5338464,-72.4006023,,Point,775367441,College Mixte Christ de Rédempteur Kindergarten/Primaire,,school,
18.5347395,-72.4041918,,Point,775367446,Référence Ecole Normal Primaire/Secondaire,,school,
18.52962,-72.4032078,,Point,775367451,Institution Mixte Jubiler Primaire /Secondaire,,school,
18.5315496,-72.4067034,,Point,775367457,Ecole Mixte Roche Damas /Primaire /Secondaire,,school,
18.52949,-72.4046697,,Point,775367466,Collège Royaume Uni /Kindergarten /Primaire,,school,
18.5338292,-72.4006451,,Point,775367470,Collège Mixte Frère Matelier Kindergarten/Primaire,,school,
18.5321168,-72.3959878,,Point,775367474,College Mixte Booze Kindergarten/Primaire,,school,
18.5356293,-72.4021494,,Point,775367480,Centre d'Etude Jacques Stephene Alexis Primaire/Secondaire,,school,
18.5306681,-72.4017181,,Point,775367484,Collège Mixte Élohim Primaire /Secondaire,,school,
18.5295706,-72.4048463,,Point,775367488,College Louis Joseph Janvier /Primaire /Secondaire,,school,
18.5299389,-72.3993682,,Point,775367498,College Roodler Cazeau School Ernst /Primaire,,school,
18.5352961,-72.4052467,,Point,775367508,College Classique Univers Primaire/Secondaire,,school,
18.5317305,-72.402705,,Point,775367512,Collège Saint Denis Primaire /Secondaire,,school,
18.5302607,-72.3943844,,Point,775367516,Nouveau Collège évangélique Josué Kindergarten/Primaire,,school,
18.5294946,-72.4005337,,Point,775367520,Collège Mixte Capois la Mort Primaire/Secondaire,,school,
18.5338193,-72.3960445,,Point,775367539,Ecole Quisqueya Primaire,,school,
18.5331682,-72.4008397,,Point,775367542,Collège Notre-Dame d'Haïti Kindergarten/Primaire,,school,
18.5342917,-72.40420820000001,,Point,775367547,Collège Mixte Jule André Marc Primaire/Secondaire,,school,
18.5301966,-72.4066764,,Point,775367552,Ecole Mixte Stenio G. Vincent /Primaire/Secondaire,,school,
18.5331169,-72.4071668,,Point,775367568,Institut Mixte Generation Future. Primaire/ Secondaire,,school,
18.5295356,-72.3934736,,Point,775367581,Institution Evangélique de la Vérité Primaire,,school,
18.5303482,-72.4020763,,Point,775367588,Carillons des Petits Kindergarten,,school,
18.5359261,-72.4051901,,Point,775367596,Collège des Universitaires d'Haïti Primaire/Secondaire,,school,
18.536263,-72.4037118,,Point,775367622,College Mixte Evangélique Indigène d'Haïti Primaire/Secondaire,,school,
18.5333919,-72.3934999,,Point,775367631,Institut Classique de Carrefour Kindergarten Primaire,,school,
18.5299312,-72.4039842,,Point,775367637,Institut Bon Départ /Kindergarten,,school,
18.5322798,-72.3960581,,Point,775367645,Ecole Notre-Dame des Petits Kindergarten,,school,
18.535429400000005,-72.4016487,,Point,775367650,College Vision Poétique Primaire/Secondaire,,school,
18.5340809,-72.3952043,,Point,775367657,ICDH Section Kindergarten,,school,
18.5342336,-72.3960118,,Point,775367665,College Eli Blaise Kindergarten/Primaire/Secondaire,,school,
18.5341273,-72.3935856,,Point,775367669,Institut Chrétienne d'Haïti Primaire,,school,
18.5325593,-72.3959934,,Point,775367672,Ecole Christian Academie Primaire,,school,
18.5315053,-72.4023573,,Point,775367675,Yainick Kindergarten,,school,
18.5317817,-72.4028125,,Point,775367684,Collège Sciences et Lettre Primaire/Secondaire,,school,
18.5339275,-72.4091638,,Point,775760938,Institution Mixte de la Réforme Écléctique,,school,
18.5372362,-72.4020447,,Point,775760941,Collège Classique de Carrefour,,school,
18.5302365,-72.40667760000001,,Point,775760943,College Mixte Stenio G. Vincent,,school,
18.5406978,-72.4020746,,Point,775760945,Centre d’Etude Moderne de Toussaint Louverture,,school,
18.5315834,-72.4067863,,Point,775760946,College Rocher Damas,,school,
