name,ADM3_EN,ADM2_EN,ADM1_EN,ADM0_EN,longitude,latitude,osm_id
Pays Pourris,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.011864,18.446882,619605904
Gran Rak,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.08416,18.447798,1304226339
Shemen Souce,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.088475,18.450735,1304984767
Rakbwn,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.086205,18.451223,1304984924
Mare Piquant,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.02461,18.453797,619605899
Mare Goyave,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.063766,18.457213,994138748
Ti Fond,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.03802,18.459037,615904941
Jeanneau,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.087427,18.472569,994137850
Bel Fond,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.066,18.474141,615904926
Caboen,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.096605,18.475008,994137826
Deiso,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.086875,18.479655,994137815
Nan Baré,4e Section Mare Roseaux,Ganthier,West,Haiti,-72.059806,18.48873,618521454
Ca Elie,1re Section Plaine Celeste,Cornillon / Grand Bois,West,Haiti,-72.050302,18.685793,615914922
Cornillon,2e Section Plaine Celeste,Cornillon / Grand Bois,West,Haiti,-71.952105,18.675231,1108319279
Cornillon,"4e Section Boucan Bois Pin
4e  Section Boucan Bo*",Cornillon / Grand Bois,West,Haiti,-71.877353,18.663578,1502629486
Maria,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.753777,18.317512,2642325814
Boucan-Chat,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.744084,18.318422,2611832582
Forêt des Pins,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.786832,18.329038,1197569137
Gros Cheval,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.858193,18.336088,3440160637
Bois Négresse,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.756164,18.35693,2537824722
Village Terre Froide,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.827436,18.379496,2611762969
Fonds-Verrettes,1re Section Fonds-Verrettes,Fonds-Verrettes,West,Haiti,-71.855778,18.393888,1197569133
